id,device,timestamp,ANDROID_ID,BLUETOOTH_MAC,BRAND,MODEL
1f949625-bc96-4bce-b5ec-2a5b27f238b7-15,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337016379,ccb2e1a21d9f2fe,C8:AA:21:CF:61:98,motorola,Xoom
