id,device,timestamp,filename,index,type,value
9f15469e-493c-4ab2-9f88-2779eafc84a9-46,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337018227,/mnt/external1/edu.mit.media.funf.bgcollector/00000002_0388920442e11617_photo-1337016421.jpg,2,fileCopy,
9f15469e-493c-4ab2-9f88-2779eafc84a9-47,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337018227,/mnt/external1/edu.mit.media.funf.bgcollector/00000003_0388920442e11617_cf198ca0-5e55-4e33-ad9d-312ec578d7f5_1337016632_mainPipeline.db,3,fileCopy,
9f15469e-493c-4ab2-9f88-2779eafc84a9-48,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337018227,/mnt/external1/edu.mit.media.funf.bgcollector/00000004_0388920442e11617_cf198ca0-5e55-4e33-ad9d-312ec578d7f5_1337016864_mainPipeline.db,4,fileCopy,
9f15469e-493c-4ab2-9f88-2779eafc84a9-49,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337018227,/mnt/external1/edu.mit.media.funf.bgcollector/00000005_0388920442e11617_photo-1337017021.jpg,5,fileCopy,
9f15469e-493c-4ab2-9f88-2779eafc84a9-50,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337018227,/mnt/external1/edu.mit.media.funf.bgcollector/00000006_0388920442e11617_photo-1337017620.jpg,6,fileCopy,
9f15469e-493c-4ab2-9f88-2779eafc84a9-51,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337018227,/mnt/external1/edu.mit.media.funf.bgcollector/00000007_0388920442e11617_photo-1336046994.jpg,7,fileCopy,
9f15469e-493c-4ab2-9f88-2779eafc84a9-52,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337018227,/mnt/external1/edu.mit.media.funf.bgcollector/00000008_0388920442e11617_photo-1336047294.jpg,8,fileCopy,
9f15469e-493c-4ab2-9f88-2779eafc84a9-53,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337018227,/mnt/external1/edu.mit.media.funf.bgcollector/00000009_0388920442e11617_7cc28a9e-1a11-44b9-be4a-4e3f62a925ee_1336047532_mainPipeline.db,9,fileCopy,
9f15469e-493c-4ab2-9f88-2779eafc84a9-54,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337018227,/mnt/external1/edu.mit.media.funf.bgcollector/00000010_0388920442e11617_7cc28a9e-1a11-44b9-be4a-4e3f62a925ee_1336047533_mainPipeline.db,10,fileCopy,
9f15469e-493c-4ab2-9f88-2779eafc84a9-55,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337018228,/mnt/external1/edu.mit.media.funf.bgcollector/00000011_0388920442e11617_photo-1336047594.jpg,11,fileCopy,
9f15469e-493c-4ab2-9f88-2779eafc84a9-56,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337018228,/mnt/external1/edu.mit.media.funf.bgcollector/00000012_0388920442e11617_7cc28a9e-1a11-44b9-be4a-4e3f62a925ee_1336046471_mainPipeline.db,12,fileCopy,
9f15469e-493c-4ab2-9f88-2779eafc84a9-57,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337018228,/mnt/external1/edu.mit.media.funf.bgcollector/00000013_0388920442e11617_7cc28a9e-1a11-44b9-be4a-4e3f62a925ee_1336040332_mainPipeline.db,13,fileCopy,
9f15469e-493c-4ab2-9f88-2779eafc84a9-58,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337018228,/mnt/external1/edu.mit.media.funf.bgcollector/00000014_0388920442e11617_photo-1336045794.jpg,14,fileCopy,
9f15469e-493c-4ab2-9f88-2779eafc84a9-59,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337018228,/mnt/external1/edu.mit.media.funf.bgcollector/00000015_0388920442e11617_photo-1336046094.jpg,15,fileCopy,
9f15469e-493c-4ab2-9f88-2779eafc84a9-60,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337018228,/mnt/external1/edu.mit.media.funf.bgcollector/00000016_0388920442e11617_7cc28a9e-1a11-44b9-be4a-4e3f62a925ee_1336039816_mainPipeline.db,16,fileCopy,
9f15469e-493c-4ab2-9f88-2779eafc84a9-61,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337018228,/mnt/external1/edu.mit.media.funf.bgcollector/00000017_0388920442e11617_7cc28a9e-1a11-44b9-be4a-4e3f62a925ee_1336040410_mainPipeline.db,17,fileCopy,
9f15469e-493c-4ab2-9f88-2779eafc84a9-62,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337018228,/mnt/external1/edu.mit.media.funf.bgcollector/00000018_0388920442e11617_7cc28a9e-1a11-44b9-be4a-4e3f62a925ee_1336043931_mainPipeline.db,18,fileCopy,
