id,device,timestamp,configUpdatePeriod,configUpdateUrl,dataArchivePeriod,dataRequests_edu.mit.media.funf.probe.builtin.HardwareInfoProbe_PERIOD,dataRequests_edu.mit.media.funf.probe.builtin.RunningApplicationsProbe_PERIOD,dataUploadPeriod,dataUploadUrl,name,version
1f949625-bc96-4bce-b5ec-2a5b27f238b7-1,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337016377615,3600,,3600,604802,60,3600,,example,1
1f949625-bc96-4bce-b5ec-2a5b27f238b7-2,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337016377679,3600,,3600,604802,60,3600,,example,1
1f949625-bc96-4bce-b5ec-2a5b27f238b7-3,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337016377737,3600,,3600,604802,60,3600,,example,1
1f949625-bc96-4bce-b5ec-2a5b27f238b7-4,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337016377784,3600,,3600,604802,60,3600,,example,1
1f949625-bc96-4bce-b5ec-2a5b27f238b7-5,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337016377833,3600,,3600,604802,60,3600,,example,1
1f949625-bc96-4bce-b5ec-2a5b27f238b7-6,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337016377898,3600,,3600,604802,60,3600,,example,1
1f949625-bc96-4bce-b5ec-2a5b27f238b7-7,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337016377943,3600,,3600,604802,60,3600,,example,1
1f949625-bc96-4bce-b5ec-2a5b27f238b7-8,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337016378009,3600,,3600,604802,60,3600,,example,1
1f949625-bc96-4bce-b5ec-2a5b27f238b7-9,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337016378069,3600,,3600,604802,60,3600,,example,1
1f949625-bc96-4bce-b5ec-2a5b27f238b7-10,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337016378130,3600,,3600,604802,60,3600,,example,1
1f949625-bc96-4bce-b5ec-2a5b27f238b7-11,cf198ca0-5e55-4e33-ad9d-312ec578d7f5,1337016378195,3600,,3600,604802,60,3600,,example,1
